,Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,cod_address,cod_customer,cod_id,cod_prod,cod_sales,cod_ship
16,2872,CA-2015-148040,22/03/2015,26/03/2015,Standard Class,BF-11275,Beth Fritzler,Corporate,United States,Tucson,Arizona,85705.0,West,FUR-CH-10001482,Furniture,Chairs,Office Star - Mesh Screen back chair with Vinyl seat,314.352,116,668,1422,546,2318,1422
17,2871,CA-2015-148040,22/03/2015,26/03/2015,Standard Class,BF-11275,Beth Fritzler,Corporate,United States,Tucson,Arizona,85705.0,West,OFF-PA-10002581,Office Supplies,Paper,Xerox 1951,74.352,116,668,1422,1338,1340,1422
18,3821,CA-2018-141873,09/10/2018,14/10/2018,Standard Class,HG-14845,Harry Greene,Consumer,United States,New York City,New York,10024.0,East,FUR-BO-10003034,Furniture,Bookcases,"O'Sullivan Elevations Bookcase, Cherry Finish",314.352,24,669,1890,1230,2318,1890
19,3823,CA-2018-141873,09/10/2018,14/10/2018,Standard Class,HG-14845,Harry Greene,Consumer,United States,New York City,New York,10024.0,East,OFF-BI-10003655,Office Supplies,Binders,Durable Pressboard Binders,18.24,24,669,1890,1490,2557,1890
20,3822,CA-2018-141873,09/10/2018,14/10/2018,Standard Class,HG-14845,Harry Greene,Consumer,United States,New York City,New York,10024.0,East,OFF-PA-10000069,Office Supplies,Paper,"TOPS 4 x 6 Fluorescent Color Memo Sheets, 500 Sheets per Pack",18.98,24,669,1890,1614,2917,1890
21,3820,CA-2018-141873,09/10/2018,14/10/2018,Standard Class,HG-14845,Harry Greene,Consumer,United States,New York City,New York,10024.0,East,OFF-BI-10001031,Office Supplies,Binders,Pressboard Data Binders by Wilson Jones,12.816,24,669,1890,888,2916,1890
22,4881,CA-2018-143567,02/11/2018,05/11/2018,Second Class,TB-21175,Thomas Boland,Corporate,United States,Henderson,Kentucky,42420.0,South,FUR-CH-10000454,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",975.92,1,534,2417,2,3506,2417
23,4880,CA-2018-143567,02/11/2018,05/11/2018,Second Class,TB-21175,Thomas Boland,Corporate,United States,Henderson,Kentucky,42420.0,South,OFF-EN-10004846,Office Supplies,Envelopes,Letter or Legal Size Expandable Poly String Tie Envelopes,5.32,1,534,2417,1532,3522,2417
24,4882,CA-2018-143567,02/11/2018,05/11/2018,Second Class,TB-21175,Thomas Boland,Corporate,United States,Henderson,Kentucky,42420.0,South,TEC-AC-10004145,Technology,Accessories,Logitech diNovo Edge Keyboard,2249.91,1,534,2417,1301,3523,2417
25,4883,CA-2018-143567,02/11/2018,05/11/2018,Second Class,TB-21175,Thomas Boland,Corporate,United States,Henderson,Kentucky,42420.0,South,OFF-ST-10001580,Office Supplies,Storage,Super Decoflex Portable Personal File,59.92,1,534,2417,357,3524,2417
26,4851,CA-2015-107818,08/09/2015,14/09/2015,Standard Class,MC-17275,Marc Crier,Consumer,United States,Pasco,Washington,99301.0,West,FUR-CH-10000454,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",975.92,513,508,2403,2,3506,2403
27,4853,CA-2015-107818,08/09/2015,14/09/2015,Standard Class,MC-17275,Marc Crier,Consumer,United States,Pasco,Washington,99301.0,West,OFF-ST-10000736,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black,485.88,513,508,2403,463,1057,2403
28,4852,CA-2015-107818,08/09/2015,14/09/2015,Standard Class,MC-17275,Marc Crier,Consumer,United States,Pasco,Washington,99301.0,West,OFF-AR-10000380,Office Supplies,Art,"Hunt PowerHouse Electric Pencil Sharpener, Blue",303.84,513,508,2403,109,3507,2403
29,4850,CA-2015-107818,08/09/2015,14/09/2015,Standard Class,MC-17275,Marc Crier,Consumer,United States,Pasco,Washington,99301.0,West,OFF-AR-10003045,Office Supplies,Art,Prang Colored Pencils,5.88,513,508,2403,428,487,2403
30,6114,CA-2017-124590,12/11/2017,16/11/2017,Standard Class,SP-20920,Susan Pistek,Consumer,United States,Parma,Ohio,44134.0,East,FUR-CH-10000454,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",1537.074,271,728,3042,2,4143,3042
31,6111,CA-2017-124590,12/11/2017,16/11/2017,Standard Class,SP-20920,Susan Pistek,Consumer,United States,Parma,Ohio,44134.0,East,FUR-CH-10004495,Furniture,Chairs,"Global Leather and Oak Executive Chair, Black",1474.802,271,728,3042,1518,4140,3042
32,6112,CA-2017-124590,12/11/2017,16/11/2017,Standard Class,SP-20920,Susan Pistek,Consumer,United States,Parma,Ohio,44134.0,East,OFF-AP-10002311,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",110.096,271,728,3042,15,4141,3042
33,6113,CA-2017-124590,12/11/2017,16/11/2017,Standard Class,SP-20920,Susan Pistek,Consumer,United States,Parma,Ohio,44134.0,East,OFF-FA-10000585,Office Supplies,Fasteners,OIC Bulk Pack Metal Binder Clips,16.752,271,728,3042,205,4142,3042
34,6115,CA-2017-124590,12/11/2017,16/11/2017,Standard Class,SP-20920,Susan Pistek,Consumer,United States,Parma,Ohio,44134.0,East,FUR-CH-10003746,Furniture,Chairs,Hon 4070 Series Pagoda Round Back Stacking Chairs,449.372,271,728,3042,629,4144,3042
35,9033,CA-2018-105823,22/06/2018,26/06/2018,Standard Class,RB-19465,Rick Bensley,Home Office,United States,Detroit,Michigan,48227.0,Central,FUR-CH-10000454,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",487.96,84,47,4510,2,5447,4510
36,7390,CA-2018-108035,29/11/2018,03/12/2018,Standard Class,TT-21070,Ted Trevino,Consumer,United States,Chattanooga,Tennessee,37421.0,South,FUR-CH-10000454,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",390.368,428,75,3677,2,4744,3677
37,7391,CA-2018-108035,29/11/2018,03/12/2018,Standard Class,TT-21070,Ted Trevino,Consumer,United States,Chattanooga,Tennessee,37421.0,South,FUR-FU-10004017,Furniture,Furnishings,"Executive Impressions 13"" Chairman Wall Clock",101.52,428,75,3677,1615,4745,3677
38,4023,CA-2015-154963,22/06/2015,27/06/2015,Standard Class,AA-10645,Anna Andreadi,Consumer,United States,Chester,Pennsylvania,19013.0,East,FUR-CH-10000454,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",853.93,182,732,1989,2,3043,1989
39,4022,CA-2015-154963,22/06/2015,27/06/2015,Standard Class,AA-10645,Anna Andreadi,Consumer,United States,Chester,Pennsylvania,19013.0,East,TEC-PH-10004093,Technology,Phones,Panasonic Kx-TS550,82.782,182,732,1989,41,3042,1989
40,4021,CA-2015-154963,22/06/2015,27/06/2015,Standard Class,AA-10645,Anna Andreadi,Consumer,United States,Chester,Pennsylvania,19013.0,East,FUR-CH-10004698,Furniture,Chairs,"Padded Folding Chairs, Black, 4/Carton",170.058,182,732,1989,169,3041,1989
41,8961,CA-2018-150266,25/11/2018,30/11/2018,Standard Class,RO-19780,Rose O'Brian,Consumer,United States,Houston,Texas,77070.0,Central,FUR-CH-10002126,Furniture,Chairs,Hon Deluxe Fabric Upholstered Stacking Chairs,853.93,33,198,4469,863,3043,4469
42,8962,CA-2018-150266,25/11/2018,30/11/2018,Standard Class,RO-19780,Rose O'Brian,Consumer,United States,Houston,Texas,77070.0,Central,OFF-AR-10001761,Office Supplies,Art,Avery Hi-Liter Smear-Safe Highlighters,18.688,33,198,4469,1691,3918,4469
43,8960,CA-2018-150266,25/11/2018,30/11/2018,Standard Class,RO-19780,Rose O'Brian,Consumer,United States,Houston,Texas,77070.0,Central,OFF-AP-10002867,Office Supplies,Appliances,Fellowes Command Center 5-outlet power strip,67.84,33,198,4469,1549,3562,4469
44,8959,CA-2018-150266,25/11/2018,30/11/2018,Standard Class,RO-19780,Rose O'Brian,Consumer,United States,Houston,Texas,77070.0,Central,TEC-PH-10003437,Technology,Phones,Blue Parrot B250XT Professional Grade Wireless Bluetooth Headset with,299.96,33,198,4469,938,5415,4469
45,7562,CA-2017-105746,30/12/2017,01/01/2018,First Class,BD-11605,Brian Dahlen,Consumer,United States,Lancaster,Pennsylvania,17602.0,East,FUR-CH-10000454,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",170.786,208,206,3749,2,4828,3749
46,5142,CA-2017-111213,01/04/2017,05/04/2017,Standard Class,FP-14320,Frank Preis,Consumer,United States,New York City,New York,10009.0,East,FUR-CH-10000454,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",1317.492,30,225,2548,2,3670,2548
47,5143,CA-2017-111213,01/04/2017,05/04/2017,Standard Class,FP-14320,Frank Preis,Consumer,United States,New York City,New York,10009.0,East,OFF-SU-10000946,Office Supplies,Supplies,Staple remover,63.84,30,225,2548,1464,1535,2548
48,5144,CA-2017-111213,01/04/2017,05/04/2017,Standard Class,FP-14320,Frank Preis,Consumer,United States,New York City,New York,10009.0,East,OFF-BI-10004140,Office Supplies,Binders,Avery Non-Stick Binders,3.592,30,225,2548,309,3184,2548
49,4735,CA-2017-120530,07/04/2017,12/04/2017,Standard Class,Dl-13600,Dorris liebe,Corporate,United States,New York City,New York,10035.0,East,FUR-CH-10000454,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",658.746,46,115,2344,2,3445,2344
50,150,CA-2017-114489,05/12/2017,09/12/2017,Standard Class,JE-16165,Justin Ellison,Corporate,United States,Franklin,Wisconsin,53132.0,Central,FUR-CH-10000454,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",1951.84,57,69,72,2,147,72
51,151,CA-2017-114489,05/12/2017,09/12/2017,Standard Class,JE-16165,Justin Ellison,Corporate,United States,Franklin,Wisconsin,53132.0,Central,OFF-BI-10002735,Office Supplies,Binders,GBC Prestige Therm-A-Bind Covers,171.55,57,69,72,143,148,72
52,149,CA-2017-114489,05/12/2017,09/12/2017,Standard Class,JE-16165,Justin Ellison,Corporate,United States,Franklin,Wisconsin,53132.0,Central,TEC-PH-10001448,Technology,Phones,Anker Astro 15000mAh USB Portable Charger,149.97,57,69,72,142,146,72
53,148,CA-2017-114489,05/12/2017,09/12/2017,Standard Class,JE-16165,Justin Ellison,Corporate,United States,Franklin,Wisconsin,53132.0,Central,TEC-PH-10000215,Technology,Phones,Plantronics Cordless Phone Headset with In-line Volume - M214C,384.45,57,69,72,141,145,72
54,5469,CA-2015-132451,26/09/2015,27/09/2015,First Class,KF-16285,Karen Ferguson,Home Office,United States,San Diego,California,92105.0,West,FUR-CH-10000454,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",585.552,189,581,2727,2,2240,2727
55,5470,CA-2015-132451,26/09/2015,27/09/2015,First Class,KF-16285,Karen Ferguson,Home Office,United States,San Diego,California,92105.0,West,OFF-PA-10004888,Office Supplies,Paper,Xerox 217,19.44,189,581,2727,984,538,2727
56,2750,US-2015-141257,08/06/2015,14/06/2015,Standard Class,CS-11950,Carlos Soltero,Consumer,United States,Seattle,Washington,98115.0,West,FUR-CH-10002758,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Squared Back",585.552,61,230,1354,1443,2240,1354
57,5492,CA-2018-164098,26/01/2018,27/01/2018,First Class,CG-12520,Claire Gute,Consumer,United States,Houston,Texas,77070.0,Central,OFF-ST-10000615,Office Supplies,Storage,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",18.16,33,1,2739,76,1319,2739
58,9482,CA-2018-150504,06/11/2018,12/11/2018,Standard Class,HG-14845,Harry Greene,Consumer,United States,Dallas,Texas,75220.0,Central,OFF-ST-10000615,Office Supplies,Storage,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",18.16,78,669,4747,76,1319,4747
59,1499,CA-2017-141586,17/10/2017,20/10/2017,First Class,NK-18490,Neil Knudson,Home Office,United States,San Francisco,California,94122.0,West,OFF-BI-10003981,Office Supplies,Binders,"Avery Durable Plastic 1"" Binders",18.16,35,72,718,110,1319,718
60,8879,CA-2018-126928,17/09/2018,23/09/2018,Standard Class,GZ-14470,Gary Zandusky,Consumer,United States,Morristown,New Jersey,7960.0,East,OFF-ST-10000615,Office Supplies,Storage,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",34.05,93,48,4427,76,3882,4427
61,8878,CA-2018-126928,17/09/2018,23/09/2018,Standard Class,GZ-14470,Gary Zandusky,Consumer,United States,Morristown,New Jersey,7960.0,East,TEC-MA-10004626,Technology,Machines,Lexmark 20R1285 X6650 Wireless All-in-One Printer,480.0,93,48,4427,1878,5377,4427
62,5590,CA-2017-115224,08/12/2017,11/12/2017,Second Class,DB-13615,Doug Bickford,Consumer,United States,San Francisco,California,94110.0,West,OFF-ST-10000615,Office Supplies,Storage,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",34.05,95,141,2783,76,3882,2783
63,5591,CA-2017-115224,08/12/2017,11/12/2017,Second Class,DB-13615,Doug Bickford,Consumer,United States,San Francisco,California,94110.0,West,OFF-ST-10003816,Office Supplies,Storage,Fellowes High-Stak Drawer Files,352.38,95,141,2783,724,831,2783
64,6095,CA-2018-100111,20/09/2018,26/09/2018,Standard Class,SV-20365,Seth Vernon,Consumer,United States,New York City,New York,10035.0,East,OFF-ST-10000615,Office Supplies,Storage,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",45.4,46,278,3037,76,4131,3037
65,6093,CA-2018-100111,20/09/2018,26/09/2018,Standard Class,SV-20365,Seth Vernon,Consumer,United States,New York City,New York,10035.0,East,OFF-PA-10000807,Office Supplies,Paper,"TOPS ""Important Message"" Pads, Canary, 4-1/4 x 5-1/2, 50 Sheets per Pad",38.52,46,278,3037,1699,1783,3037
66,6104,CA-2018-100111,20/09/2018,26/09/2018,Standard Class,SV-20365,Seth Vernon,Consumer,United States,New York City,New York,10035.0,East,TEC-AC-10001998,Technology,Accessories,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,59.97,46,278,3037,85,128,3037
67,6100,CA-2018-100111,20/09/2018,26/09/2018,Standard Class,SV-20365,Seth Vernon,Consumer,United States,New York City,New York,10035.0,East,FUR-CH-10004086,Furniture,Chairs,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,2888.127,46,278,3037,286,4133,3037
68,6098,CA-2018-100111,20/09/2018,26/09/2018,Standard Class,SV-20365,Seth Vernon,Consumer,United States,New York City,New York,10035.0,East,OFF-BI-10000343,Office Supplies,Binders,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",11.784,46,278,3037,187,693,3037
69,6091,CA-2018-100111,20/09/2018,26/09/2018,Standard Class,SV-20365,Seth Vernon,Consumer,United States,New York City,New York,10035.0,East,FUR-CH-10003846,Furniture,Chairs,Hon Valutask Swivel Chairs,272.646,46,278,3037,940,4129,3037
70,6101,CA-2018-100111,20/09/2018,26/09/2018,Standard Class,SV-20365,Seth Vernon,Consumer,United States,New York City,New York,10035.0,East,TEC-PH-10002885,Technology,Phones,Apple iPhone 5,1299.66,46,278,3037,1159,4134,3037
71,6099,CA-2018-100111,20/09/2018,26/09/2018,Standard Class,SV-20365,Seth Vernon,Consumer,United States,New York City,New York,10035.0,East,OFF-FA-10000304,Office Supplies,Fasteners,Advantus Push Pins,4.36,46,278,3037,53,1002,3037
72,6103,CA-2018-100111,20/09/2018,26/09/2018,Standard Class,SV-20365,Seth Vernon,Consumer,United States,New York City,New York,10035.0,East,TEC-PH-10000215,Technology,Phones,Plantronics Cordless Phone Headset with In-line Volume - M214C,104.85,46,278,3037,141,1231,3037
73,6096,CA-2018-100111,20/09/2018,26/09/2018,Standard Class,SV-20365,Seth Vernon,Consumer,United States,New York City,New York,10035.0,East,OFF-PA-10002713,Office Supplies,Paper,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",13.76,46,278,3037,322,1274,3037
74,6102,CA-2018-100111,20/09/2018,26/09/2018,Standard Class,SV-20365,Seth Vernon,Consumer,United States,New York City,New York,10035.0,East,FUR-CH-10001215,Furniture,Chairs,Global Troy Executive Leather Low-Back Tilter,2254.41,46,278,3037,448,4135,3037
75,6097,CA-2018-100111,20/09/2018,26/09/2018,Standard Class,SV-20365,Seth Vernon,Consumer,United States,New York City,New York,10035.0,East,FUR-CH-10003061,Furniture,Chairs,"Global Leather Task Chair, Black",80.991,46,278,3037,52,4132,3037
76,6092,CA-2018-100111,20/09/2018,26/09/2018,Standard Class,SV-20365,Seth Vernon,Consumer,United States,New York City,New York,10035.0,East,TEC-AC-10002647,Technology,Accessories,"Logitech Wireless Boombox Speaker - portable - wireless, wired",212.8,46,278,3037,1805,4130,3037
77,6094,CA-2018-100111,20/09/2018,26/09/2018,Standard Class,SV-20365,Seth Vernon,Consumer,United States,New York City,New York,10035.0,East,TEC-AC-10001465,Technology,Accessories,SanDisk Cruzer 64 GB USB Flash Drive,72.64,46,278,3037,482,3606,3037
78,9635,CA-2015-151330,14/10/2015,17/10/2015,First Class,TC-21295,Toby Carlisle,Consumer,United States,Everett,Massachusetts,2149.0,East,OFF-ST-10000615,Office Supplies,Storage,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",79.45,289,647,4835,76,5694,4835
79,9634,CA-2015-151330,14/10/2015,17/10/2015,First Class,TC-21295,Toby Carlisle,Consumer,United States,Everett,Massachusetts,2149.0,East,TEC-AC-10000865,Technology,Accessories,WD My Passport Ultra 500GB Portable External Hard Drive,177.0,289,647,4835,1023,1308,4835
80,9636,CA-2015-151330,14/10/2015,17/10/2015,First Class,TC-21295,Toby Carlisle,Consumer,United States,Everett,Massachusetts,2149.0,East,FUR-CH-10000749,Furniture,Chairs,Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms,1628.82,289,647,4835,1716,2313,4835
81,78,US-2018-118038,09/12/2018,11/12/2018,First Class,KB-16600,Ken Brennan,Corporate,United States,Houston,Texas,77041.0,Central,OFF-ST-10000615,Office Supplies,Storage,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",27.24,17,34,35,76,78,35
82,76,US-2018-118038,09/12/2018,11/12/2018,First Class,KB-16600,Ken Brennan,Corporate,United States,Houston,Texas,77041.0,Central,OFF-BI-10004182,Office Supplies,Binders,Economy Binders,1.248,17,34,35,74,76,35
83,77,US-2018-118038,09/12/2018,11/12/2018,First Class,KB-16600,Ken Brennan,Corporate,United States,Houston,Texas,77041.0,Central,FUR-FU-10000260,Furniture,Furnishings,"6"" Cubicle Wall Clock, Black",9.708,17,34,35,75,77,35
84,113,CA-2017-128867,03/11/2017,10/11/2017,Standard Class,CL-12565,Clay Ludtke,Consumer,United States,Urbandale,Iowa,50322.0,Central,OFF-BI-10003981,Office Supplies,Binders,"Avery Durable Plastic 1"" Binders",27.24,47,53,56,110,78,56
85,112,CA-2017-128867,03/11/2017,10/11/2017,Standard Class,CL-12565,Clay Ludtke,Consumer,United States,Urbandale,Iowa,50322.0,Central,OFF-AR-10000380,Office Supplies,Art,"Hunt PowerHouse Electric Pencil Sharpener, Blue",75.96,47,53,56,109,110,56
86,5357,CA-2017-138037,29/09/2017,03/10/2017,Standard Class,AR-10540,Andy Reiter,Consumer,United States,San Francisco,California,94109.0,West,OFF-BI-10002982,Office Supplies,Binders,Avery Self-Adhesive Photo Pockets for Polaroid Photos,27.24,10,482,2664,1295,78,2664
87,3065,CA-2018-106859,13/03/2018,18/03/2018,Second Class,BF-11215,Benjamin Farhat,Home Office,United States,Albuquerque,New Mexico,87105.0,West,OFF-ST-10000615,Office Supplies,Storage,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",90.8,383,683,1526,76,2439,1526
88,3068,CA-2018-106859,13/03/2018,18/03/2018,Second Class,BF-11215,Benjamin Farhat,Home Office,United States,Albuquerque,New Mexico,87105.0,West,OFF-PA-10001534,Office Supplies,Paper,Xerox 230,45.36,383,683,1526,1504,1545,1526
89,3066,CA-2018-106859,13/03/2018,18/03/2018,Second Class,BF-11215,Benjamin Farhat,Home Office,United States,Albuquerque,New Mexico,87105.0,West,TEC-PH-10004531,Technology,Phones,OtterBox Commuter Series Case - iPhone 5 & 5s,140.736,383,683,1526,728,1183,1526
90,3067,CA-2018-106859,13/03/2018,18/03/2018,Second Class,BF-11215,Benjamin Farhat,Home Office,United States,Albuquerque,New Mexico,87105.0,West,TEC-AC-10004001,Technology,Accessories,Logitech Wireless Headset H600 Over-The-Head Design,214.95,383,683,1526,1503,2440,1526
91,3069,CA-2018-106859,13/03/2018,18/03/2018,Second Class,BF-11215,Benjamin Farhat,Home Office,United States,Albuquerque,New Mexico,87105.0,West,OFF-PA-10001815,Office Supplies,Paper,Xerox 1885,288.24,383,683,1526,1434,2441,1526
92,6878,US-2016-123918,15/10/2016,15/10/2016,Same Day,CG-12520,Claire Gute,Consumer,United States,Dallas,Texas,75217.0,Central,FUR-FU-10004952,Furniture,Furnishings,"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx",131.376,163,1,3412,867,4503,3412
93,6879,US-2016-123918,15/10/2016,15/10/2016,Same Day,CG-12520,Claire Gute,Consumer,United States,Dallas,Texas,75217.0,Central,OFF-PA-10003001,Office Supplies,Paper,Xerox 1986,5.344,163,1,3412,1094,753,3412
94,5237,CA-2015-166744,20/09/2015,24/09/2015,Standard Class,DN-13690,Duane Noonan,Consumer,United States,Columbia,Maryland,21044.0,East,FUR-FU-10004952,Furniture,Furnishings,"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx",164.22,210,36,2596,867,3717,2596
95,5239,CA-2015-166744,20/09/2015,24/09/2015,Standard Class,DN-13690,Duane Noonan,Consumer,United States,Columbia,Maryland,21044.0,East,TEC-AC-10003628,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,59.98,210,36,2596,248,2760,2596
96,5238,CA-2015-166744,20/09/2015,24/09/2015,Standard Class,DN-13690,Duane Noonan,Consumer,United States,Columbia,Maryland,21044.0,East,FUR-BO-10001337,Furniture,Bookcases,O'Sullivan Living Dimensions 2-Shelf Bookcases,362.94,210,36,2596,433,1034,2596
97,2257,CA-2017-164091,17/09/2017,22/09/2017,Standard Class,LA-16780,Laura Armstrong,Corporate,United States,Bangor,Maine,4401.0,East,FUR-FU-10004952,Furniture,Furnishings,"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx",109.48,371,157,1106,867,1042,1106
98,2256,CA-2017-164091,17/09/2017,22/09/2017,Standard Class,LA-16780,Laura Armstrong,Corporate,United States,Bangor,Maine,4401.0,East,TEC-PH-10001944,Technology,Phones,Wi-Ex zBoost YX540 Cellular Phone Signal Booster,437.85,371,157,1106,1299,1877,1106
